word,pronunciation
confronting,kənˈfrəntɪŋ
confronts,kənˈfrənts
confuse,kənfˈjuz
confused,kənfˈjuzd
confuses,kənfˈjuzɪz
confusing,kənfˈjuzɪŋ
confusingly,kənfˈjuzɪŋli
confusion,kənfˈjuʒən
confusions,kənfˈjuʒənz
conga,ˈkɔŋgə
congeal,kənˈʤil
congealed,kənˈʤild
congenial,kənˈʤinjəl
congeniality,kənˌʤiniˈæləti
congenital,kənˈʤɛnətəl
conger,ˈkɔŋər
congest,kənˈʤɛst
congested,kənˈʤɛstɪd
congestion,kənˈʤɛsʧən
congestive,kənˈʤɛstɪv
conglomerate,kənˈglɑmərət
conglomerates,kənˈglɑmərəts
conglomeration,kənˌglɑmərˈeɪʃən
congo,ˈkɑŋgoʊ
congratulate,kənˈgræʧəˌleɪt
congratulated,kənˈgræʧəˌleɪtɪd
congratulating,kənˈgræʧəˌleɪtɪŋ
congratulation,kənˌgræʧəˈleɪʃən
congratulations,kənˌgræʧəˈleɪʃənz
congratulatory,kənˈgræʧələˌtɔri
congregate,ˈkɑŋgrəˌgeɪt
congregated,ˈkɑŋgrɪˌgeɪtɪd
congregation,ˌkɑŋgrəˈgeɪʃən
congregational,ˌkɑŋgrəˈgeɪʃənəl
congregations,ˌkɑŋgrəˈgeɪʃənz
congress,ˈkɑŋgrəs
congresses,ˈkɑŋgrəsɪz
congressional,kənˈgrɛʃənəl
congressman,ˈkɑŋgrəsmən
congressmen,ˈkɑŋgrəsmɪn
congruence,ˈkɔngruəns
congruity,kənˈgruəti
conic,ˈkɑnɪk
conical,ˈkɑnɪkəl
conics,ˈkɑnɪks
conifer,ˈkɑnəfər
coniferous,kəˈnɪfərəs
conifers,ˈkɑnəfərz
conjecture,kənˈʤɛkʧər
conjectures,kənˈʤɛkʧərz
conjoin,ˌkɑnˈʤɔɪn
conjoined,ˌkɑnˈʤɔɪnd
conjugal,ˈkɑnʤəgəl
conjugate,ˌkɑnʤəˈgeɪt
conjugated,ˌkɑnʤəˈgeɪtɪd
conjugates,ˌkɑnʤəˈgeɪts
conjugation,ˌkɑnʤəˈgeɪʃən
conjugations,ˌkɑnʤəˈgeɪʃənz
conjunction,kənˈʤəŋkʃən
conjunctions,kənˈʤəŋkʃənz
conjure,ˈkɑnʤər
conjured,ˈkɑnʤərd
conjures,ˈkɑnʤərz
conjuring,ˈkɑnʤərɪŋ
conjuror,ˈkɑnʤərər
conk,kɑŋk
connect,kəˈnɛkt
connected,kəˈnɛktɪd
connecting,kəˈnɛktɪŋ
connection,kəˈnɛkʃən
connections,kəˈnɛkʃənz
connective,kəˈnɛktɪv
connectivity,kənɛkˈtɪvɪti
connector,kəˈnɛktər
connectors,kəˈnɛktərz
connects,kəˈnɛkts
conned,kɑnd
connexion,kəˈnɛkʃən
connexions,kəˈnɛkʃənz
connivance,kəˈnaɪvəns
connive,kəˈnaɪv
conniving,kəˈnaɪvɪŋ
connoisseur,ˌkɑnəˈsər
connoisseurs,ˌkɑnəˈsərz
connotation,ˌkɑnəˈteɪʃən
connotations,ˌkɑnəˈteɪʃənz
connote,kəˈnoʊt
connotes,kəˈnoʊts
conquer,ˈkɑŋkər
conquered,ˈkɑŋkərd
conquering,ˈkɑŋkərɪŋ
conqueror,ˈkɑŋkərər
conquerors,ˈkɑŋkərərz
conquers,ˈkɑŋkərz
conquest,ˈkɑŋkwɛst
conquests,ˈkɑnkˌwɛsts
cons,kɑnz
conscience,ˈkɑnʃəns
consciences,ˈkɑnʧɪnsɪz
conscientious,ˌkɑnʃiˈɛnʃəs
conscientiously,ˌkɑnʧiˈɛnʧəsli
conscious,ˈkɑnʃəs
consciously,ˈkɑnʃəsli
consciousness,ˈkɑnʃəsnəs
conscript,ˈkɑnˌskrɪpt
conscripted,kənˈskrɪptɪd
conscription,kənˈskrɪpʃən
conscripts,ˈkɑnskrɪpts
consecrate,ˈkɑnsəˌkreɪt
consecrated,ˈkɑnsəˌkreɪtɪd
consecration,ˌkɑnsəˈkreɪʃən
consecutive,kənˈsɛkjətɪv
consecutively,kənˈsɛkjətɪvli
consensual,kənˈsɛnʃuəl
consensus,kənˈsɛnsəs
consent,kənˈsɛnt
consented,kənˈsɛnɪd
consenting,kənˈsɛnɪŋ
consents,kənˈsɛnts
consequence,ˈkɑnsəkwəns
consequences,ˈkɑnsəkˌwɛnsəz
consequent,ˈkɑnsəkwənt
consequential,ˌkɑnsəkˈwɛnʃəl
consequently,ˈkɑnsəkˌwɛntli
conservation,ˌkɑnsərˈveɪʃən
conservationist,ˌkɑnsərˈveɪʃənɪst
conservationists,ˌkɑnsərˈveɪʃənɪsts
conservatism,kənˈsərvəˌtɪzəm
conservative,kənˈsərvətɪv
conservatively,kənˈsərvətɪvli
conservatives,kənˈsərvətɪvz
conservator,kənˈsərvətər
conservatories,kənˈsərvəˌtɔriz
conservators,kənˈsərvətərz
conservatory,kənˈsərvətɔri
conserve,kənˈsərv
conserved,kənˈsərvd
conserving,kənˈsərvɪŋ
consider,kənˈsɪdər
considerable,kənˈsɪdərəbəl
considerably,kənˈsɪdərəbli
considerate,kənˈsɪdərət
consideration,kənˌsɪdərˈeɪʃən
considerations,kənˌsɪdərˈeɪʃənz
considered,kənˈsɪdərd
considering,kənˈsɪdərɪŋ
considers,kənˈsɪdərz
consign,kənˈsaɪn
consigned,kənˈsaɪnd
consignment,kənˈsaɪnmənt
consist,kənˈsɪst
consisted,kənˈsɪstɪd
consistency,kənˈsɪstənsi
consistent,kənˈsɪstənt
consistently,kənˈsɪstəntli
consisting,kənˈsɪstɪŋ
consists,kənˈsɪsts
consolation,ˌkɑnsəˈleɪʃən
consolations,ˌkɑnsəˈleɪʃənz
console,ˈkɑnsoʊl
consoled,kənˈsoʊld
consoles,kənˈsoʊlz
consolidate,kənˈsɑlɪˌdeɪt
consolidated,kənˈsɑləˌdeɪtəd
consolidates,kənˈsɑlɪˌdeɪts
consolidating,kənˈsɑləˌdeɪtɪŋ
consolidation,kənˌsɑləˈdeɪʃən
consolidations,kənˌsɑlɪˈdeɪʃənz
consoling,kənˈsoʊlɪŋ
consonant,ˈkɑnsənənt
consonantal,ˌkɑnsəˈnɑnəl
consonants,ˈkɑnsənənts
consort,kənˈsɔrt
consortia,kənˈsɔrʃə
consorting,kənˈsɔrtɪŋ
consortium,kənˈsɔrʃjəm
conspicuous,kənˈspɪkjuəs
conspicuously,kənˈspɪkjuəsli
conspiracies,kənˈspɪrəsiz
conspiracy,kənˈspɪrəsi
conspirator,kənˈspɪrətər
conspiratorial,kənˌspɪrəˈtɔriəl
conspiratorially,kənˌspɪrəˈtɔrjəli
conspirators,kənˈspɪrətərz
conspire,kənˈspaɪər
conspired,kənˈspaɪərd
conspiring,kənˈspaɪrɪŋ
constable,ˈkɑnstəbəl
constables,ˈkɑnstəbəlz
constabulary,kənˈstæbjəˌlɛri
constancy,ˈkɑnstənsi
constant,ˈkɑnstənt
constantly,ˈkɑnstəntli
constants,ˈkɑnstənts
constellation,ˌkɑnstəˈleɪʃən
constellations,ˌkɑnstəˈleɪʃənz
consternation,ˌkɑnstərˈneɪʃən
constipated,ˈkɑnstəˌpeɪtəd
constipation,ˌkɑnstəˈpeɪʃən
constituencies,kənˈstɪʧuənsiz
constituency,kənˈstɪʧuənsi
constituent,kənˈstɪʧuənt
constituents,kənˈstɪʧuənts
constitute,ˈkɑnstəˌtut
constituted,ˈkɑnstəˌtutəd
constitutes,ˈkɑnstəˌtuts
constituting,ˈkɑnstəˌtutɪŋ
constitution,ˌkɑnstəˈtuʃən
constitutional,ˌkɑnstəˈtuʃənəl
constitutionality,ˌkɑnstɪˌtuʃəˈnælɪti
constitutionally,ˌkɑnstəˈtuʃənəli
constitutions,ˌkɑnstɪˈtuʃənz
constrain,kənˈstreɪn
constrained,kənˈstreɪnd
constraining,kənˈstreɪnɪŋ
constrains,kənˈstreɪnz
constraint,kənˈstreɪnt
constraints,kənˈstreɪnts
constrict,kənˈstrɪkt
constricted,kənˈstrɪktəd
constricting,kənˈstrɪktɪŋ
constriction,kənˈstrɪkʃən
constrictions,kənˈstrɪkʃənz
constrictor,kənˈstrɪktər
constrictors,kənˈstrɪktərz
construct,ˈkɑnstrəkt
constructed,kənˈstrəktɪd
constructing,kənˈstrəktɪŋ
construction,kənˈstrəkʃən
constructions,kənˈstrəkʃənz
constructive,kənˈstrəktɪv
constructively,kənˈstrəktɪvli
constructor,kənˈstrəktər
constructors,kənˈstrəktərz
constructs,ˈkɑnstrəkts
construe,kənˈstru
construed,kənˈstrud
consul,ˈkɑnsəl
consular,ˈkɑnsələr
consulate,ˈkɑnsələt
consulates,ˈkɑnsələts
consult,kənˈsəlt
consultancy,kənˈsəltənsi
consultant,kənˈsəltənt
consultants,kənˈsəltənts
consultation,ˌkɑnsəlˈteɪʃən
consultations,ˌkɑnsəlˈteɪʃənz
consultative,kənˈsəltətɪv
consulted,kənˈsəltɪd
consulting,kənˈsəltɪŋ
consults,kənˈsəlts
consumable,kənˈsuməbəl
consume,kənˈsum
consumed,kənˈsumd
consumer,kənˈsumər
consumerism,kənˈsumərˌɪzəm
consumerist,kənˈsumərɪst
consumers,kənˈsumərz
consumes,kənˈsumz
consuming,kənˈsumɪŋ
consummate,ˈkɑnsəˌmeɪt
consummated,ˈkɑnsəˌmeɪtəd
consummation,ˌkɑnsəˈmeɪʃən
consumption,kənˈsəmʃən
contact,ˈkɑnˌtækt
contacted,ˈkɑnˌtæktɪd
contacting,ˈkɑnˌtæktɪŋ
contacts,ˈkɑnˌtækts
contagion,kənˈteɪʤən
contagious,kənˈteɪʤəs
contain,kənˈteɪn
contained,kənˈteɪnd
container,kənˈteɪnər
containers,kənˈteɪnərz
containing,kənˈteɪnɪŋ
containment,kənˈteɪnmənt
contains,kənˈteɪnz
contaminant,kənˈtæmənənt
contaminants,kənˈtæmənənts
contaminate,kənˈtæməˌneɪt
contaminated,kənˈtæməˌneɪtɪd
contaminates,kənˈtæməˌneɪts
contaminating,kənˈtæməˌneɪtɪŋ
contamination,kənˌtæməˈneɪʃən
contemplate,ˈkɑntəmˌpleɪt
contemplated,ˈkɑntəmˌpleɪtɪd
contemplates,ˈkɑntəmˌpleɪts
contemplating,ˈkɑntəmˌpleɪtɪŋ
contemplation,ˌkɑntəmˈpleɪʃən
contemplative,kənˈtɛmplətɪv
contemporaneous,kənˌtɛmpərˈeɪniəs
contemporaneously,kənˌtɛmpərˈeɪniəsli
contemporaries,kənˈtɛmpərˌɛriz
contemporary,kənˈtɛmpərˌɛri
contempt,kənˈtɛmpt
contemptible,kənˈtɛmptəbəl
contemptuous,kənˈtɛmpʧuəs
contemptuously,kənˈtɛmˌpʧuəsli
contend,kənˈtɛnd
contended,kənˈtɛndɪd
contender,kənˈtɛndər
contenders,kənˈtɛndərz
contending,kənˈtɛndɪŋ
contends,kənˈtɛndz
content,ˈkɑntɛnt
contented,kənˈtɛntɪd
contentedly,kənˈtɛntədli
contention,kənˈtɛnʃən
contentions,kənˈtɛnʃənz
contentious,kənˈtɛnʃəs
contentment,kənˈtɛntmənt
contents,ˈkɑntɛnts
contest,ˈkɑntɛst
contestable,kənˈtɛstəbəl
contestant,kənˈtɛstənt
contestants,kənˈtɛstənts
contested,kənˈtɛstəd
contesting,kənˈtɛstɪŋ
contests,ˈkɑntɛsts
context,ˈkɑntɛkst
contexts,ˈkɑnˌtɛksts
contextual,ˌkɑnˈtɛksˌʧuəl
contiguous,kənˈtɪgjuəs
continent,ˈkɑntənənt
continental,ˌkɑntəˈnɛnəl
continentals,ˌkɑntəˈnɛnəlz
continents,ˈkɑntənənts
contingencies,kənˈtɪnʤənsiz
contingency,kənˈtɪnʤənsi
contingent,kənˈtɪnʤənt
contingents,kənˈtɪnʤənts
continual,kənˈtɪnjuəl
continually,kənˈtɪnjuəli
continuance,kənˈtɪnjuəns
continuation,kənˌtɪnjuˈeɪʃən
continue,kənˈtɪnju
continued,kənˈtɪnjud
continues,kənˈtɪnjuz
continuing,kənˈtɪnjuɪŋ
continuity,ˌkɑntəˈnuəti
continuous,kənˈtɪnjuəs
continuously,kənˈtɪnjuəsli
continuum,kənˈtɪnjuəm
contort,kənˈtɔrt
contorted,kənˈtɔrtəd
contortion,kənˈtɔrʃən
contortionist,kənˈtɔrʃənəst
contortions,kənˈtɔrʃənz
contorts,kənˈtɔrts
contour,ˈkɑnˌtʊr
contoured,ˈkɑnˌtʊrd
contours,ˈkɑnˌtʊrz
contra,ˈkɑntrə
contraband,ˈkɑntrəˌbænd
contraception,ˌkɑntrəˈsɛpʃən
contraceptive,ˌkɑntrəˈsɛptɪv
contraceptives,ˌkɑntrəˈsɛptɪvz
contract,ˈkɑnˌtrækt
contracted,ˈkɑntræktəd
contracting,ˈkɑntræktɪŋ
contraction,kənˈtrækʃən
contractions,kənˈtrækʃənz
contractor,ˈkɑnˌtræktər
contractors,ˈkɑnˌtræktərz
contracts,ˈkɑnˌtrækts
contractual,kənˈtrækʧuəl
contractually,kənˈtrækʧuəli
contradict,ˌkɑntrəˈdɪkt
contradicted,ˌkɑntrəˈdɪktəd
contradicting,ˌkɑntrəˈdɪktɪŋ
contradiction,ˌkɑntrəˈdɪkʃən
contradictions,ˌkɑntrəˈdɪkʃənz
contradictorily,ˌkɑntrəˈdɪktərəli
contradictory,ˌkɑntrəˈdɪktəri
contradicts,ˌkɑntrəˈdɪkts
contraption,kənˈtræpʃən
contraptions,kənˈtræpʃənz
contrariness,ˈkɑntrɛrinəs
contrary,ˈkɑntrɛri
contras,ˈkɔntrəz
contrast,ˈkɑntræst
contrasted,kənˈtræstəd
contrasting,kənˈtræstɪŋ
contrasts,ˈkɑntræsts
contravene,ˈkɑntrəˌvin
contravention,ˌkɑntrəˈvɛnʧən
contretemps,ˈkɑntrəˌtɛmps
contribute,kənˈtrɪbjut
contributed,kənˈtrɪbjutɪd
contributes,kənˈtrɪbjuts
contributing,kənˈtrɪbjutɪŋ
contribution,ˌkɑntrəˈbjuʃən
contributions,ˌkɑntrəˈbjuʃənz
contributor,kənˈtrɪbjətər
contributors,kənˈtrɪbjətərz
contributory,kənˈtrɪbjəˌtɔri
contrite,kənˈtraɪt
contrition,kənˈtrɪʃən
contrivance,kənˈtraɪvəns
contrivances,kənˈtraɪvənsɪz
contrive,kənˈtraɪv
contrived,kənˈtraɪvd
control,kənˈtroʊl
controllable,kənˈtroʊləbəl
controlled,kənˈtroʊld
controller,kənˈtroʊlər
controllers,kənˈtroʊlərz
controlling,kənˈtroʊlɪŋ
controls,kənˈtroʊlz
controversial,ˌkɑntrəˈvərʃəl
controversies,ˈkɑntrəˌvərsiz
controversy,ˈkɑntrəˌvərsi
contusion,kənˈtuʒən
contusions,kənˈtuʒənz
conundrum,kəˈnəndrəm
convalesce,ˌkɑnvəˈlɛs
convalescence,ˌkɑnvəˈlɛsəns
convalescent,ˌkɑnvəˈlɛsənt
convection,kənˈvɛkʃən
convective,kənˈvɛktɪv
convene,kənˈvin
convened,kənˈvind
convenes,kənˈvinz
convenience,kənˈvinjəns
conveniences,kənˈvinjənsɪz
convenient,kənˈvinjənt
conveniently,kənˈvinjəntli
convening,kənˈvinɪŋ
convent,ˈkɑnˌvɛnt
convention,kənˈvɛnʃən
conventional,kənˈvɛnʃənəl
conventionally,kənˈvɛnʃənəli
conventions,kənˈvɛnʃənz
convents,ˈkɑnˌvɛnts
converge,kənˈvərʤ
converged,kənˈvərʤd
convergence,kənˈvərʤəns
convergent,kənˈvərʤənt
converging,kənˈvərʤɪŋ
conversant,kənˈvərsənt
conversation,ˌkɑnvərˈseɪʃən
conversational,ˌkɑnvərˈseɪʃənəl
conversationalist,ˌkɑnvərˈseɪʃənələst
conversations,ˌkɑnvərˈseɪʃənz
converse,ˈkɑnvərs
conversed,kənˈvərst
conversely,ˈkɑnvərsli
converses,ˈkɑnvərsəz
conversing,kənˈvərsɪŋ
conversion,kənˈvərʒən
conversions,kənˈvərʒənz
convert,ˈkɑnvərt
converted,kənˈvərtɪd
converter,kənˈvərtər
converters,kənˈvərtərz
convertibility,ˌkɑnvərtɪˈbɪlɪti
convertible,kənˈvərtəbəl
convertibles,kənˈvərtəbəlz
converting,kənˈvərtɪŋ
converts,ˈkɑnvərts
convex,ˈkɑnˌvɛks
convey,kənˈveɪ
conveyance,kənˈveɪəns
conveyed,kənˈveɪd
conveying,kənˈveɪɪŋ
conveyor,kənˈveɪər
conveys,kənˈveɪz
convict,ˈkɑnvɪkt
convicted,kənˈvɪktəd
convicting,kənˈvɪktɪŋ
conviction,kənˈvɪkʃən
convictions,kənˈvɪkʃənz
convicts,ˈkɑnvɪkts
convince,kənˈvɪns
convinced,kənˈvɪnst
convinces,kənˈvɪnsɪz
convincing,kənˈvɪnsɪŋ
convincingly,kənˈvɪnsɪŋli
convivial,kənˈvɪviəl
convocation,ˌkɑnvəˈkeɪʃən
convoluted,ˈkɑnvəˌlutəd
convolution,ˈkɑnvəˌluʃən
convoy,ˈkɑnˌvɔɪ
convoys,ˈkɑnˌvɔɪz
convulsion,kənˈvəlʃən
convulsions,kənˈvəlʃənz
convulsive,kənˈvəlsɪv
coo,ku
cooing,kuɪŋ
cook,kʊk
cookbook,ˈkʊkˌbʊk
cookbooks,ˈkʊkˌbʊks
cooked,kʊkt
cooker,ˈkʊkər
cookers,ˈkʊkərz
cookies,ˈkʊkiz
cooking,ˈkʊkɪŋ
cooks,kʊks
cookware,ˈkʊkˌwɛr
cool,kul
coolant,ˈkulənt
coolants,ˈkulənts
cooled,kuld
cooler,ˈkulər
coolers,ˈkulərz
coolest,ˈkuləst
cooling,ˈkulɪŋ
coolness,ˈkulnəs
cools,kulz
coon,kun
coons,kunz
coop,kup
cooped,kupt
cooper,ˈkupər
cooperate,kˈwɑpərˌeɪt
cooperated,kˈwɑpərˌeɪtəd
cooperates,koʊˈɑpərˌeɪts
cooperating,koʊˈɑpərˌeɪtɪŋ
cooperation,kˌwɔpərˈeɪʃən
cooperative,koʊˈɑpərˌeɪtɪv
cooperatively,koʊˈɑprətɪvli
cooperatives,koʊˈɑprətɪvz
coopers,ˈkupərz
coordinate,koʊˈɔrdəˌneɪt
coordinated,koʊˈɔrdəneɪtɪd
coordinates,koʊˈɔrdəˌneɪts
coordinating,koʊˈɔrdəˌneɪtɪŋ
coordination,koʊˌɔrdəˈneɪʃən
coordinator,koʊˈɔrdəˌneɪtər
coordinators,koʊˈɔrdəˌneɪtərz
coos,kus
cop,kɑp
cope,koʊp
coped,koʊpt
copes,koʊps
copied,ˈkɑpid
copier,ˈkɑpiər
copiers,ˈkɑpiərz
copies,ˈkɑpiz
copilot,ˈkoʊpaɪlət
coping,ˈkoʊpɪŋ
copious,ˈkoʊpiəs
copiously,ˈkoʊpjəsli
copper,ˈkɑpər
coppers,ˈkɑpərz
coppery,ˈkɑpəri
copra,ˈkoʊprə
coprocessor,ˈkoʊˈprɑsɛsər
coprocessors,ˈkoʊˈprɑsɛsərz
cops,kɑps
copulate,ˈkɑpjəˌleɪt
copy,ˈkɑpi
copycat,ˈkɑpiˌkæt
copycats,ˈkɑpiˌkæts
copying,ˈkɑpiɪŋ
copyright,ˈkɑpiˌraɪt
copyrightable,ˈkɑpiˌraɪtəbəl
copyrighted,ˈkɑpiˌraɪtɪd
copyrights,ˈkɑpiˌraɪts
copywriter,ˈkɑpiˌraɪtər
cor,kɔr
coracle,ˈkɔrəkəl
coral,ˈkɔrəl
corals,ˈkɔrəlz
cord,kɔrd
cordage,ˈkɔrdəʤ
corded,ˈkɔrdəd
cordial,ˈkɔrʤəl
cordially,ˈkɔrʤəli
cordials,ˈkɔrʤəlz
cordless,ˈkɔrdləs
cordon,ˈkɔrdən
cordoned,ˈkɔrdənd
cords,kɔrdz
corduroy,ˈkɔrdərˌɔɪ
core,kɔr
cores,kɔrz
corespondent,ˌkɔrəˈspɑndənt
corgi,ˈkɔrgi
coriander,ˌkɔriˈændər
corinth,ˈkɔrənθ
cork,kɔrk
corks,kɔrks
corkscrew,ˈkɔrkˌskru
corky,ˈkɔrki
cormorant,ˈkɔrmərənt
cormorants,ˈkɔrmərənts
corn,kɔrn
cornea,ˈkɔrniə
corneal,ˌkɔrˈnil
corneas,ˈkɔrniəz
corner,ˈkɔrnər
cornered,ˈkɔrnərd
cornering,ˈkɔrnərɪŋ
corners,ˈkɔrnərz
cornerstone,ˈkɔrnərˌstoʊn
cornerstones,ˈkɔrnərˌstoʊnz
cornet,kɔrˈnɛt
cornfield,ˈkɔrnˌfild
cornfields,ˈkɔrnˈfildz
cornflower,ˈkɔrnˌflaʊər
cornflowers,ˈkɔrnˌflaʊərz
cornish,ˈkɔrnɪʃ
cornmeal,ˈkɔrnˌmil
corns,kɔrnz
cornucopia,ˌkɔrnəˈkoʊpiə
corny,ˈkɔrni
corollaries,ˈkɔrəˌlɛriz
corollary,ˈkɔrəˌlɛri
corona,kərˈoʊnə
coronal,kərˈoʊnəl
coronary,ˈkɔrəˌnɛri
coronation,ˌkɔrəˈneɪʃən
coroner,ˈkɔrənər
coroners,ˈkɔrənərz
coronet,ˈkɔrəˈnɛt
coronets,ˈkɔrəˈnɛts
corpora,ˈkɔrpərə
corporal,ˈkɔrpərəl
corporate,ˈkɔrpərət
corporates,ˈkɔrpərəts
corporation,ˌkɔrpərˈeɪʃən
corporations,ˌkɔrpərˈeɪʃənz
corporatism,ˈkɔrpərəˌtɪzəm
corporatist,ˈkɔrpərətɪst
corps,kɔrz
corpse,kɔrps
corpses,ˈkɔrpsɪz
corpus,ˈkɔrpəs
corral,kəræl
corralled,kəræld
correct,kərˈɛkt
corrected,kərˈɛktɪd
correcting,kərˈɛktɪŋ
correction,kərˈɛkʃən
correctional,kərˈɛkʃənəl
corrections,kərˈɛkʃənz
corrective,kərˈɛktɪv
correctly,kərˈɛktli
correctness,kərˈɛktnəs
corrects,kərˈɛkts
correlate,ˈkɔrəˌleɪt
correlated,ˈkɔrəˌleɪtəd
correlates,ˈkɔrələts
correlating,ˈkɔrəleɪtɪŋ
correlation,ˌkɔrəˈleɪʃən
correlations,ˌkɔrəˈleɪʃənz
correspond,ˌkɔrəˈspɑnd
corresponded,ˌkɔrəˈspɑndɪd
correspondence,ˌkɔrəˈspɑndəns
correspondent,ˌkɔrəˈspɑndənt
correspondents,ˌkɔrəˈspɑndənts
corresponding,ˌkɔrəˈspɑndɪŋ
correspondingly,ˌkɔrəˈspɑndɪŋli
corresponds,ˌkɔrəˈspɑndz
corridor,ˈkɔrɪdər
corridors,ˈkɔrɪdərz
corroborate,kərˈɑbərˌeɪt
corroborated,kərˈɑbərˌeɪtɪd
corroborates,kərˈɔbərˌeɪts
corroborating,kərˈɑbərˌeɪtɪŋ
corroboration,kərˌɔbərˈeɪʃən
corroborative,kərˈɑbərəˌtɪv
corrode,kəroʊd
corroded,kərˈoʊdɪd
corrodes,kəroʊdz
corrosion,kərˈoʊʒən
corrosive,kərˈoʊsɪv
corrugated,ˈkɔrəˌgeɪtɪd
corrupt,kərəpt
corrupted,kərˈəptɪd
corruptible,kərˈəptɪbəl
corrupting,kərˈəptɪŋ
corruption,kərˈəpʃən
corruptions,kərˈəpʃənz
corruptly,kərˈəptli
corrupts,kərəpts
corsage,kɔrˈsɑʒ
corse,kɔrs
corset,ˈkɔrsət
corsica,ˈkɔrsɪkə
cortege,kɔrˈtɛʒ
cortex,ˈkɔrtɛks
cortical,ˈkɔrtəkəl
corticosteroid,ˌkɔrtɪkoʊˈstɛˌrɔɪd
corticosteroids,ˌkɔrtɪkoʊˈstɛˌrɔɪdz
cortisol,ˈkɔrtɪˌsɔl
cortisone,ˈkɔrtəˌzoʊn
corvette,kɔrˈvɛt
corvettes,ˌkɔrˈvɛts
cosmetic,kɑzˈmɛtɪk
cosmetically,ˌkɔzˈmɛtɪkli
cosmetics,kɑzˈmɛtɪks
cosmic,ˈkɑzmɪk
cosmology,kɔzˈmɔləʤi
cosmonaut,ˈkɔzməˌnɔt
cosmonauts,ˈkɔzməˌnɔts
cosmopolitan,ˌkɑzməˈpɑlətən
cosmos,ˈkɑzmoʊs
cossacks,ˈkɑsæks
cosset,ˈkɑsət
cost,kɔst
costar,ˈkoʊstɑr
costars,ˈkoʊstɑrz
costcutting,ˈkɔstˌkətɪŋ
costed,ˈkɑstɪd
costing,ˈkɔstɪŋ
costlier,ˈkɔstliər
costliest,ˈkɔstliɪst
costly,ˈkɔstli
costs,kɔsts
costume,ˈkɑstum
costumed,ˈkɔˌstumd
costumes,ˈkɑstumz
cosy,ˈkoʊzi
cot,kɑt
coterie,ˈkoʊtəri
cots,kɑts
cottage,ˈkɑtɪʤ
cottages,ˈkɑtɪʤɪz
cotton,ˈkɔtən
cottoned,ˈkɑtənd
cottons,ˈkɑtənz
couch,kaʊʧ
couched,kaʊʧt
couches,ˈkaʊʧɪz
couching,ˈkaʊʧɪŋ
cougar,ˈkugər
cougars,ˈkugərz
cough,kɔf
coughed,kɔft
coughing,ˈkɑfɪŋ
coughs,kɔfs
could,kʊd
council,ˈkaʊnsəl
councils,ˈkaʊnsɪlz
counsel,ˈkaʊnsəl
counsellor,ˈkaʊnsələr
counsellors,ˈkaʊnsələrz
counsels,ˈkaʊnsəlz
count,kaʊnt
countable,ˈkaʊntəbəl
countdown,ˈkaʊntˌdaʊn
counted,ˈkaʊntɪd
countenance,ˈkaʊntənəns
countenanced,ˈkaʊntənənst
countenances,ˈkaʊntənənsɪz
counter,ˈkaʊntər
counteract,ˈkaʊntərˌækt
counteracted,ˈkaʊntərˌæktɪd
counteracting,ˌkaʊntərˈæktɪŋ
counterattack,ˈkaʊnərəˌtæk
counterattacked,ˌkaʊnərəˈtækt
counterattacks,ˈkaʊnərəˌtæks
counterbalance,ˈkaʊnərˌbæləns
counterbalanced,ˌkaʊnərˈbælənst
counterbalancing,ˈkaʊnərˌbælənsɪŋ
countered,ˈkaʊnərd
counterfeit,ˈkaʊnərˌfɪt
counterfeited,ˈkaʊnərˌfɪtɪd
counterfeiters,ˈkaʊnərˌfɪtərz
counterfeiting,ˈkaʊnərˌfɪtɪŋ
counterfeits,ˈkaʊnərˌfɪts
countering,ˈkaʊnərɪŋ
counterintelligence,ˌkaʊnərɪnˈtɛlɪʤəns
countermeasures,ˈkaʊntərˌmɛʒərz
counteroffensive,ˌkaʊntərɔˈfɛnsɪv
counterpart,ˈkaʊntərˌpɑrt
counterparts,ˈkaʊntərˌpɑrts
counterpoint,ˈkaʊntərˌpɔɪnt
counterpoints,ˈkaʊntərˌpɔɪnts
counterproductive,ˈkaʊnərprəˌdəktɪv
counterrevolution,ˌkaʊntərrɛvəˈluʃən
counterrevolutionary,ˌkaʊntərrɛvəˈluʃəˌnɛri
counters,ˈkaʊntərz
countess,ˈkaʊntəs
countesses,ˈkaʊntəsɪz
counties,ˈkaʊntiz
counting,ˈkaʊntɪŋ
countless,ˈkaʊntləs
countries,ˈkəntriz
country,ˈkəntri
countryman,ˈkəntrimən
countrymen,ˈkəntrimɪn
countryside,ˈkəntriˌsaɪd
countrywide,ˈkəntriˌwaɪd
counts,kaʊnts
county,ˈkaʊnti
coup,ku
coupe,kup
coupes,kups
couple,ˈkəpəl
coupled,ˈkəpəld
coupler,ˈkəplər
couplers,ˈkəplərz
couples,ˈkəpəlz
coupling,ˈkəplɪŋ
couplings,ˈkəplɪŋz
coupon,ˈkuˌpɔn
coupons,ˈkuˌpɔnz
coups,kuz
courage,kərɪʤ
courageous,kərˈeɪʤəs
courageously,kərˈeɪʤəsli
courier,ˈkəriər
couriers,ˈkəriərz
course,kɔrs
courses,ˈkɔrsɪz
coursing,ˈkɔrsɪŋ
court,kɔrt
courted,ˈkɔrtɪd
courteous,ˈkərtiəs
courtesies,ˈkərtəsiz
courtesy,ˈkərtəsi
